1_ssr_ftest,1_ssr_chi2test,1_lrtest,1_params_ftest,2_ssr_ftest,2_ssr_chi2test,2_lrtest,2_params_ftest,3_ssr_ftest,3_ssr_chi2test,3_lrtest,3_params_ftest,4_ssr_ftest,4_ssr_chi2test,4_lrtest,4_params_ftest,5_ssr_ftest,5_ssr_chi2test,5_lrtest,5_params_ftest,6_ssr_ftest,6_ssr_chi2test,6_lrtest,6_params_ftest,7_ssr_ftest,7_ssr_chi2test,7_lrtest,7_params_ftest,8_ssr_ftest,8_ssr_chi2test,8_lrtest,8_params_ftest
0.9900432968892371,0.9894071266561025,0.9894071422150197,0.9900432968892371,0.012481066488474883,0.001672191703408035,0.005007690354868612,0.012481066488474956,0.013132880320534963,0.0003989046515614957,0.0028711028384565554,0.013132880320534938,0.022806354487350366,0.00018195382256377214,0.0027530384110108926,0.022806354487350317,0.04267410035437655,7.320082909391439e-05,0.0026573899255030115,0.042674100354376236,0.10148823549929346,6.167848374896207e-05,0.003779850483475281,0.10148823549929448,0.2110957120833526,2.82710234862219e-05,0.0042480415874800925,0.2110957120833526,0.08297847138418747,3.644481203550791e-18,5.764636405187218e-06,0.08297847138418735
